Microsoft (R) COFF/PE Dumper Version 9.00.21022.08
Copyright (C) Microsoft Corporation.  All rights reserved.
       2768  ACF 0006D824 ?SetUnknownAttrCallback@DUIXmlParser@DirectUI@@QEAAXP6A_NPEBGPEAX@Z1@Z
       2769  AD0 0001456C ?SetValue@Element@DirectUI@@QEAAJP6APEBUPropertyInfo@2@XZHPEAVValue@2@@Z
       2770  AD1 000017E8 ?SetValue@Element@DirectUI@@QEAAJPEBUPropertyInfo@2@HPEAVValue@2@@Z
       2771  AD2 00072EE0 ?SetValue@RangeValueProvider@DirectUI@@UEAAJN@Z
       2772  AD3 00078470 ?SetValue@ValueProvider@DirectUI@@UEAAJPEBG@Z
       2773  AD4 00078594 ?SetValue@ValueProxy@DirectUI@@AEAAJPEBG@Z
       2774  AD5 00028C74 ?SetVertical@ScrollBar@DirectUI@@QEAAJ_N@Z
       2775  AD6 00008DA0 ?SetVisible@Element@DirectUI@@QEAAJ_N@Z
       2776  AD7 0005BA10 ?SetWantTabs@Edit@DirectUI@@QEAAJ_N@Z
       2777  AD8 00008F00 ?SetWidth@Element@DirectUI@@QEAAJH@Z
       2778  AD9 0006450C ?SetWinStyle@CCBase@DirectUI@@QEAAJH@Z
       2779  ADA 000140F0 ?SetWindowActive@Element@DirectUI@@QEAAJ_N@Z
       2780  ADB 00062308 ?SetWindowDirection@HWNDHost@DirectUI@@UEAAXPEAUHWND__@@@Z
       2781  ADC 00004A90 ?SetWrapKeyboardNavigate@HWNDElement@DirectUI@@QEAAJ_N@Z
       2782  ADD 0002E6C4 ?SetX@Element@DirectUI@@QEAAJH@Z
       2783  ADE 00065B08 ?SetXBarVisibility@BaseScrollViewer@DirectUI@@QEAAJH@Z
       2784  ADF 0000CDD4 ?SetXML@DUIXmlParser@DirectUI@@QEAAJPEBGPEAUHINSTANCE__@@1@Z
       2785  AE0 0001DA20 ?SetXMLFromResource@DUIXmlParser@DirectUI@@QEAAJIPEAUHINSTANCE__@@0@Z
       2786  AE1 0001D824 ?SetXMLFromResource@DUIXmlParser@DirectUI@@QEAAJPEBGPEAUHINSTANCE__@@1@Z
       2787  AE2 00065A00 ?SetXOffset@BaseScrollViewer@DirectUI@@QEAAJH@Z
       2788  AE3 00064344 ?SetXOffset@Viewer@DirectUI@@QEAAJH@Z
       2789  AE4 0001E0CC ?SetXScrollable@BaseScrollViewer@DirectUI@@QEAAJ_N@Z
       2790  AE5 0001E030 ?SetXScrollable@Viewer@DirectUI@@QEAAJ_N@Z
       2791  AE6 0002DA60 ?SetY@Element@DirectUI@@QEAAJH@Z
       2792  AE7 0003A3E4 ?SetYBarVisibility@BaseScrollViewer@DirectUI@@QEAAJH@Z
       2793  AE8 00065A84 ?SetYOffset@BaseScrollViewer@DirectUI@@QEAAJH@Z
       2794  AE9 000643C8 ?SetYOffset@Viewer@DirectUI@@QEAAJH@Z
       2795  AEA 000393B0 ?SetYScrollable@BaseScrollViewer@DirectUI@@QEAAJ_N@Z
       2796  AEB 00039314 ?SetYScrollable@Viewer@DirectUI@@QEAAJ_N@Z
       2797  AEC 0005E880 ?ShadowIntensityProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2798  AED 000022B8 ?SheetProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2799  AEE 00034A4C ?ShortcutProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2800  AEF 0005ABA0 ?ShowAccel@HWNDElement@DirectUI@@QEAA_NXZ
       2801  AF0 0005ABB8 ?ShowFocus@HWNDElement@DirectUI@@QEAA_NXZ
       2802  AF1 0005F544 ?ShowUIState@HWNDElement@DirectUI@@QEAAX_N0@Z
       2803  AF2 000623CC ?ShowWindow@NativeHWNDHost@DirectUI@@QEAAXH@Z
       2804  AF3 00069838 ?ShowWindow@XHost@DirectUI@@QEAAXH@Z
       2805  AF4 0006C520 ?SideGraphicProp@TextGraphic@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2806  AF5 00007144 ?SizeInLayoutProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2807  AF6 000676B8 ?SizeZero@FlowLayout@DirectUI@@KA?AUtagSIZE@@XZ
       2808  AF7 000676B8 ?SizeZero@VerticalFlowLayout@DirectUI@@KA?AUtagSIZE@@XZ
       2809  AF8 0003AA10 ?Skip@DuiAccessible@DirectUI@@UEAAJK@Z
       2810  AF9 0005CC60 ?Skip@HWNDHostAccessible@DirectUI@@UEAAJK@Z
       2811  AFA 000DCCEC ?SliderControlType@Schema@DirectUI@@2HA
       2812  AFB 000836C4 ?SmoothingModeProp@Movie@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2813  AFC 0003A2BC ?SortChildren@Element@DirectUI@@QEAAJP6AHPEBX0@Z@Z
       2814  AFD 000DCC58 ?SpinnerControlType@Schema@DirectUI@@2HA
       2815  AFE 000DCBB4 ?SplitButtonControlType@Schema@DirectUI@@2HA
       2816  AFF 00067340 ?Start@AnimationStrip@DirectUI@@AEAAJXZ
       2817  B00 000071A0 ?StartDefer@Element@DirectUI@@QEAAXPEAK@Z
       2818  B01 0006BA0C ?StartNavigate@Browser@DirectUI@@SA?AVUID@@XZ
       2819  B02 000014F0 ?StaticWndProc@HWNDElement@DirectUI@@SA_JPEAUHWND__@@I_K_J@Z
       2820  B03 0006CB50 ?StaticXHostSubclassProc@TaskPage@DirectUI@@CA_JPEAUHWND__@@I_K_J@Z
       2821  B04 000025F0 ?StaticXmlParserError@TaskPage@DirectUI@@CAXPEBG0HPEAX@Z
       2822  B05 000DCCDC ?StatusBarControlType@Schema@DirectUI@@2HA
       2823  B06 00067444 ?Stop@AnimationStrip@DirectUI@@AEAAXXZ
       2824  B07 0006B448 ?Stop@CCAVI@DirectUI@@QEAAXXZ
       2825  B08 0000715C ?StopAnimation@Element@DirectUI@@QEAAXI@Z
       2826  B09 0002D408 ?StrDupW@Value@DirectUI@@CAJPEBGPEAPEAG@Z
       2827  B0A 000DCBB8 ?StructureChangedEvent@Schema@DirectUI@@2HA
       2828  B0B 0001A49C ?SyncBackground@HWNDHost@DirectUI@@IEAAXXZ
       2829  B0C 0005FFF4 ?SyncCallback@Proxy@DirectUI@@SAJPEAUHGADGET__@@PEAXPEAUEventMsg@@@Z
       2830  B0D 00028F94 ?SyncColorsAndFonts@HWNDHost@DirectUI@@AEAAXXZ
       2831  B0E 000622C4 ?SyncDirection@HWNDHost@DirectUI@@IEAAXXZ
       2832  B0F 0001A63C ?SyncFont@HWNDHost@DirectUI@@IEAAXXZ
       2833  B10 0001A5A0 ?SyncForeground@HWNDHost@DirectUI@@IEAAXXZ
       2834  B11 000419A0 ?SyncNoteAndGlyph@CCCommandLink@DirectUI@@IEAAXPEAUHWND__@@@Z
       2835  B12 000622B0 ?SyncParent@HWNDHost@DirectUI@@IEAAXXZ
       2836  B13 00015810 ?SyncRect@HWNDHost@DirectUI@@IEAAXI_N@Z
       2837  B14 0002CA70 ?SyncScrollBar@CCBaseScrollBar@DirectUI@@QEAAXXZ
       2838  B15 000622B0 ?SyncStyle@HWNDHost@DirectUI@@IEAAXXZ
       2839  B16 0001A978 ?SyncText@HWNDHost@DirectUI@@IEAAXXZ
       2840  B17 00015994 ?SyncVisible@HWNDHost@DirectUI@@IEAAXXZ
       2841  B18 000DCC2C ?TabControlType@Schema@DirectUI@@2HA
       2842  B19 000DCBB0 ?TabItemControlType@Schema@DirectUI@@2HA
       2843  B1A 000DCC4C ?TableControlType@Schema@DirectUI@@2HA
       2844  B1B 000DCC9C ?TableItemPattern@Schema@DirectUI@@2HA
       2845  B1C 000DCD40 ?TableItem_ColumnHeaderItems_Property@Schema@DirectUI@@2HA
       2846  B1D 000DCBBC ?TableItem_RowHeaderItems_Property@Schema@DirectUI@@2HA
       2847  B1E 000DCD9C ?TablePattern@Schema@DirectUI@@2HA
       2848  B1F 000DCC0C ?Table_ColumnHeaders_Property@Schema@DirectUI@@2HA
       2849  B20 000DCD68 ?Table_RowHeaders_Property@Schema@DirectUI@@2HA
       2850  B21 000DCC54 ?Table_RowOrColumnMajor_Property@Schema@DirectUI@@2HA
       2851  B22 0006C248 ?TargetPageProp@Navigator@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2852  B23 0005FE10 ?TestDeferObject@Element@DirectUI@@QEAAPEAVDeferCycle@2@XZ
       2853  B24 000DCBC8 ?TextControlType@Schema@DirectUI@@2HA
       2854  B25 00009D6C ?TextGlowSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2855  B26 000DCD80 ?TextPattern@Schema@DirectUI@@2HA
       2856  B27 000DCD4C ?TextTextSelectionChangedEvent@Schema@DirectUI@@2HA
       2857  B28 0001B7CC ?ThemeChange@HWNDElement@DirectUI@@SA?AVUID@@XZ
       2858  B29 00029160 ?ThemeChangedProp@HWNDHost@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2859  B2A 00061EC0 ?ThemedBorderProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2860  B2B 000DCDAC ?ThumbControlType@Schema@DirectUI@@2HA
       2861  B2C 000397E8 ?ThumbPositionProp@CCTrackBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2862  B2D 000DCC04 ?TitleBarControlType@Schema@DirectUI@@2HA
       2863  B2E 000609A0 ?ToString@Value@DirectUI@@QEBAPEAGPEAGI@Z
       2864  B2F 00068DF4 ?Toggle@AutoButton@DirectUI@@SA?AVUID@@XZ
       2865  B30 00076AD8 ?Toggle@ToggleProvider@DirectUI@@UEAAJXZ
       2866  B31 000DCCF0 ?TogglePattern@Schema@DirectUI@@2HA
       2867  B32 0005F5A0 ?ToggleUIState@HWNDElement@DirectUI@@QEAAX_N0@Z
       2868  B33 000DCD84 ?Toggle_ToggleState_Property@Schema@DirectUI@@2HA
       2869  B34 000DCD88 ?ToolBarControlType@Schema@DirectUI@@2HA
       2870  B35 000DCCD4 ?ToolTipClosedEvent@Schema@DirectUI@@2HA
       2871  B36 000DCBE8 ?ToolTipControlType@Schema@DirectUI@@2HA
       2872  B37 000DCB9C ?ToolTipOpenedEvent@Schema@DirectUI@@2HA
       2873  B38 0005E840 ?TooltipMaxWidthProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2874  B39 0001BAE8 ?TooltipProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2875  B3A 0006DE44 ?TossElement@ElementProvider@DirectUI@@QEAAXXZ
       2876  B3B 0006DDF8 ?TossPatternProvider@ElementProvider@DirectUI@@QEAAXW4Pattern@Schema@2@@Z
       2877  B3C 0005F90C ?TrackScore@NavScoring@DirectUI@@QEAAHPEAVElement@2@0@Z
       2878  B3D 0002BE88 ?TrackingProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2879  B3E 000DCCE0 ?TransformPattern@Schema@DirectUI@@2HA
       2880  B3F 0001E260 ?TransparentProp@HWNDHost@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2881  B40 000DCCAC ?TreeControlType@Schema@DirectUI@@2HA
       2882  B41 000DCBF8 ?TreeItemControlType@Schema@DirectUI@@2HA
       2883  B42 0005FA10 ?Try@NavScoring@DirectUI@@QEAAHPEAVElement@2@HPEBUNavReference@2@K@Z
       2884  B43 0005E318 ?TryLinePattern@Element@DirectUI@@AEAA_NPEAUtagPOINT@@AEBUtagRECT@@@Z
       2885  B44 0005E440 ?TryPattern@Element@DirectUI@@AEAA_NNNPEAUtagPOINT@@AEBUtagRECT@@@Z
       2886  B45 0005E510 ?TrySparsePattern@Element@DirectUI@@AEAA_NPEAUtagPOINT@@AEBUtagRECT@@@Z
       2887  B46 000045C8 ?UiaEvents@Element@DirectUI@@QEAA_NXZ
       2888  B47 000DC700 ?UiaHostProviderFromHwnd@Schema@DirectUI@@2P6AJPEAUHWND__@@PEAPEAUIRawElementProviderSimple@@@ZEA
       2889  B48 000DC6F8 ?UiaLookupId@Schema@DirectUI@@2P6AHW4AutomationIdentifierType@@PEBU_GUID@@@ZEA
       2890  B49 000DC718 ?UiaRaiseAutomationEvent@Schema@DirectUI@@2P6AJPEAUIRawElementProviderSimple@@H@ZEA
       2891  B4A 000DC6F0 ?UiaRaiseAutomationPropertyChangedEvent@Schema@DirectUI@@2P6AJPEAUIRawElementProviderSimple@@HUtagVARIANT@@1@ZEA
       2892  B4B 000DC708 ?UiaRaiseStructureChangedEvent@Schema@DirectUI@@2P6AJPEAUIRawElementProviderSimple@@W4StructureChangeType@@PEAHH@ZEA
       2893  B4C 000DC710 ?UiaReturnRawElementProvider@Schema@DirectUI@@2P6A_JPEAUHWND__@@_K_JPEAUIRawElementProviderSimple@@@ZEA
       2894  B4D 0005E8B4 ?UnRegister@Element@DirectUI@@SAJPEAPEAUIClassInfo@2@@Z
       2895  B4E 000699D8 ?UnhandledSyschar@XElement@DirectUI@@SA?AVUID@@XZ
       2896  B4F 0005D488 ?Uninit@CallstackTracker@DirectUI@@SAXXZ
       2897  B50 0003CD58 ?Uninit@InvokeHelper@DirectUI@@QEAAXXZ
       2898  B51 00057F94 ?UninitProcess@FontCache@DirectUI@@SAXXZ
       2899  B52 0001FF64 ?UninitThread@FontCache@DirectUI@@SAXXZ
       2900  B53 00066D74 ?UnloadCommonControlExports@AnimationStrip@DirectUI@@AEAAXXZ
       2901  B54 00018190 ?Unlock@CritSecLock@DirectUI@@QEAAXXZ
       2902  B55 0001E770 ?UnvirtualizePosition@HWNDHost@DirectUI@@AEAAXXZ
       2903  B56 00035F4C ?UpdateChildFocus@DialogElement@DirectUI@@UEAAXPEAVElement@2@0@Z
       2904  B57 00042C20 ?UpdateChildren@Expando@DirectUI@@IEAAXPEAVValue@2@@Z
       2905  B58 00005520 ?UpdateDesiredSize@BorderLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2906  B59 00008214 ?UpdateDesiredSize@FillLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2907  B5A 0001ADB0 ?UpdateDesiredSize@FlowLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2908  B5B 00040BB0 ?UpdateDesiredSize@GridLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2909  B5C 0005F89C ?UpdateDesiredSize@Layout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2910  B5D 0001641C ?UpdateDesiredSize@NineGridLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2911  B5E 00041CA4 ?UpdateDesiredSize@RowLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2912  B5F 00037C10 ?UpdateDesiredSize@TableLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2913  B60 0001BF4C ?UpdateDesiredSize@VerticalFlowLayout@DirectUI@@UEAA?AUtagSIZE@@PEAVElement@2@HHPEAVSurface@2@@Z
       2914  B61 0005FE38 ?UpdateLayout@Element@DirectUI@@QEAAXXZ
       2915  B62 0002E2D0 ?UpdateLayoutRect@Layout@DirectUI@@SAXPEAVElement@2@HH0HHHH@Z
       2916  B63 00028E90 ?UpdateSheets@DUIXmlParser@DirectUI@@QEAAJPEAVElement@2@@Z
       2917  B64 0001B860 ?UpdateTooltip@Element@DirectUI@@MEAAXPEAV12@@Z
       2918  B65 0002E5DC ?UpdateTooltip@HWNDElement@DirectUI@@UEAAXPEAVElement@2@@Z
       2919  B66 000DCBE4 ?ValuePattern@Schema@DirectUI@@2HA
       2920  B67 000DCC18 ?Value_IsReadOnly_Property@Schema@DirectUI@@2HA
       2921  B68 000DCD44 ?Value_Value_Property@Schema@DirectUI@@2HA
       2922  B69 0002BDE0 ?VerifyParentage@HWNDHost@DirectUI@@IEAAHXZ
       2923  B6A 00028CD4 ?VerticalProp@ScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2924  B6B 000DCBE0 ?VirtualizedItemPattern@Schema@DirectUI@@2HA
       2925  B6C 00001FA4 ?VisibleProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2926  B6D 0002E024 ?WantEvent@EventManager@DirectUI@@CA_NW4Event@Schema@2@H@Z
       2927  B6E 000701D0 ?WantEvent@EventManager@DirectUI@@SA_NW4Event@Schema@2@@Z
       2928  B6F 0003AFC0 ?WantPropertyEvent@EventManager@DirectUI@@SA_NH@Z
       2929  B70 00061EE0 ?WantTabsProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2930  B71 000053DC ?WidthProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2931  B72 0006A830 ?WinStyleProp@CCBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2932  B73 00001FB4 ?WindowActiveProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2933  B74 000DCCA0 ?WindowControlType@Schema@DirectUI@@2HA
       2934  B75 000DCC20 ?WindowPattern@Schema@DirectUI@@2HA
       2935  B76 000DCCF4 ?WindowWindowClosedEvent@Schema@DirectUI@@2HA
       2936  B77 000DCBC4 ?WindowWindowOpenedEvent@Schema@DirectUI@@2HA
       2937  B78 00001558 ?WndProc@HWNDElement@DirectUI@@UEAA_JPEAUHWND__@@I_K_J@Z
       2938  B79 00020930 ?WndProc@NativeHWNDHost@DirectUI@@SA_JPEAUHWND__@@I_K_J@Z
       2939  B7A 00035D50 ?WndProc@XHost@DirectUI@@SA_JPEAUHWND__@@I_K_J@Z
       2940  B7B 00004AF0 ?WrapKeyboardNavigateProp@HWNDElement@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2941  B7C 000660EC ?XBarVisibilityProp@BaseScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2942  B7D 00039110 ?XOffsetProp@BaseScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2943  B7E 0002BE68 ?XOffsetProp@Viewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2944  B7F 0002E744 ?XProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2945  B80 0001E12C ?XScrollableProp@BaseScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2946  B81 0001E090 ?XScrollableProp@Viewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2947  B82 0003A464 ?YBarVisibilityProp@BaseScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2948  B83 00039120 ?YOffsetProp@BaseScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2949  B84 00066410 ?YOffsetProp@Viewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2950  B85 0002DADC ?YProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2951  B86 00039410 ?YScrollableProp@BaseScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2952  B87 00039374 ?YScrollableProp@Viewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2953  B88 00003E3C ?_AddDependency@Element@DirectUI@@SAXPEAV12@PEBUPropertyInfo@2@HPEAUDepRecs@2@PEAVDeferCycle@2@PEAJ@Z
       2954  B89 0002DD54 ?_BroadcastEventWorker@Element@DirectUI@@AEAAXPEAUEvent@2@@Z
       2955  B8A 00009F58 ?_CachedValueIsEqual@Element@DirectUI@@AEAAHPEBUPropertyInfo@2@PEAV12@@Z
       2956  B8B 00034410 ?_CalcTabOrder@ShellBorderLayout@DirectUI@@AEAAJPEAVElement@2@@Z
       2957  B8C 00059150 ?_ClearNeedsLayout@Element@DirectUI@@QEAAXXZ
       2958  B8D 00001804 ?_CtrlWndProc@HWNDHost@DirectUI@@CAHPEAXPEAUHWND__@@I_K_JPEA_J@Z
       2959  B8E 00013E24 ?_DeleteCtrlWnd@HWNDHost@DirectUI@@AEAAXXZ
       2960  B8F 00006958 ?_DestroyTables@DUIXmlParser@DirectUI@@QEAAXXZ
       2961  B90 00001B20 ?_DisplayNodeCallback@Element@DirectUI@@SAJPEAUHGADGET__@@PEAXPEAUEventMsg@@@Z
       2962  B91 00059120 ?_EndOptimizedLayoutQ@Element@DirectUI@@QEAAXXZ
       2963  B92 000098E8 ?_EnterOnCurrentThread@DUIXmlParser@DirectUI@@IEAAJXZ
       2964  B93 00005D04 ?_FlushDS@Element@DirectUI@@AEAAXPEAVDeferCycle@2@@Z
       2965  B94 00006D24 ?_FlushLayout@Element@DirectUI@@KAXPEAV12@PEAVDeferCycle@2@@Z
       2966  B95 0000A2B0 ?_GetBuriedSheetDependencies@Element@DirectUI@@AEAAXPEBUPropertyInfo@2@PEAV12@PEAUDepRecs@2@PEAVDeferCycle@2@PEAJ@Z
       2967  B96 0003C154 ?_GetChangesUpdatePass@Element@DirectUI@@QEAAHXZ
       2968  B97 00008C60 ?_GetComputedValue@Element@DirectUI@@AEAAPEAVValue@2@PEBUPropertyInfo@2@PEAUUpdateCache@2@@Z
       2969  B98 000032F0 ?_GetDependencies@Element@DirectUI@@AEAAJPEBUPropertyInfo@2@HPEAUDepRecs@2@HPEAVValue@2@PEAVDeferCycle@2@@Z
       2970  B99 0000E218 ?_GetLineInfo@DUIXmlParser@DirectUI@@IEAA?AULINEINFO@2@PEAUIXmlReader@@@Z
       2971  B9A 000011B4 ?_GetLocalValue@Element@DirectUI@@AEAAPEAVValue@2@PEBUPropertyInfo@2@@Z
       2972  B9B 00001130 ?_GetLocalValueFromVM@Element@DirectUI@@AEAAPEAVValue@2@PEBUPropertyInfo@2@@Z
       2973  B9C 00059140 ?_GetNeedsLayout@Element@DirectUI@@QEAAIXZ
       2974  B9D 000018D0 ?_GetSpecifiedValue@Element@DirectUI@@AEAAPEAVValue@2@PEBUPropertyInfo@2@PEAUUpdateCache@2@@Z
       2975  B9E 000019B0 ?_GetSpecifiedValueIgnoreCache@Element@DirectUI@@AEAAPEAVValue@2@PEBUPropertyInfo@2@@Z
       2976  B9F 0000A110 ?_InheritProperties@Element@DirectUI@@AEAAXXZ
       2977  BA0 0000D088 ?_InitializeTables@DUIXmlParser@DirectUI@@QEAAJXZ
       2978  BA1 0005DBA0 ?_InvalidateCachedDSConstraints@Element@DirectUI@@KAXPEAV12@@Z
       2979  BA2 000098A4 ?_LeaveOnCurrentThread@DUIXmlParser@DirectUI@@IEAAXXZ
       2980  BA3 0000527C ?_MarkElementForDS@Element@DirectUI@@SAHPEAV12@@Z
       2981  BA4 00006C54 ?_MarkElementForLayout@Element@DirectUI@@SAHPEAV12@I@Z
       2982  BA5 000190E0 ?_OnFontPropChanged@Element@DirectUI@@IEAAXPEAVValue@2@@Z
       2983  BA6 0003AA10 ?_OnGetInfoTip@CCTreeView@DirectUI@@MEAAJPEBUtagNMTVGETINFOTIPW@@@Z
       2984  BA7 0003AA10 ?_OnItemChanged@CCTreeView@DirectUI@@MEAAJPEBUtagTVITEMCHANGE@@@Z
       2985  BA8 00003204 ?_PostSourceChange@Element@DirectUI@@AEAAJXZ
       2986  BA9 00003EE4 ?_PreSourceChange@Element@DirectUI@@AEAAJP6APEBUPropertyInfo@2@XZHPEAVValue@2@1@Z
       2987  BAA 000038E0 ?_PreSourceChange@Element@DirectUI@@AEAAJPEBUPropertyInfo@2@HPEAVValue@2@1@Z
       2988  BAB 0000DB80 ?_RecordElementLayout@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@PEBG@Z
       2989  BAC 0000E330 ?_RecordElementStyleSheet@DUIXmlParser@DirectUI@@IEAAJPEBG_N@Z
       2990  BAD 0000DF28 ?_RecordElementTrees@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@@Z
       2991  BAE 0000D90C ?_RecordElementWithChildren@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@_NPEAPEAG@Z
       2992  BAF 0000E184 ?_RecordInstantiateElement@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@PEAPEAG@Z
       2993  BB0 0000D7B8 ?_RecordSetElementProperties@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@@Z
       2994  BB1 0000D6CC ?_RecordSetValue@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@PEBG1@Z
       2995  BB2 00014278 ?_RemoveLocalValue@Element@DirectUI@@IEAAJP6APEBUPropertyInfo@2@XZ_N@Z
       2996  BB3 000023F0 ?_RemoveLocalValue@Element@DirectUI@@IEAAJPEBUPropertyInfo@2@_N@Z
       2997  BB4 00063484 ?_RepeatButtonActionCallback@RepeatButton@DirectUI@@CAXPEAUGMA_ACTIONINFO@@@Z
       2998  BB5 0002C1D0 ?_Reset@ShellBorderLayout@DirectUI@@AEAAXXZ
       2999  BB6 00042690 ?_SelfLayoutDoLayout@Clipper@DirectUI@@UEAAXHH@Z
       3000  BB7 000025F0 ?_SelfLayoutDoLayout@Element@DirectUI@@MEAAXHH@Z
       3001  BB8 00028244 ?_SelfLayoutDoLayout@ScrollBar@DirectUI@@UEAAXHH@Z
       3002  BB9 0001D044 ?_SelfLayoutDoLayout@Viewer@DirectUI@@UEAAXHH@Z
       3003  BBA 00042834 ?_SelfLayoutUpdateDesiredSize@Clipper@DirectUI@@UEAA?AUtagSIZE@@HHPEAVSurface@2@@Z
       3004  BBB 0005DC74 ?_SelfLayoutUpdateDesiredSize@Element@DirectUI@@MEAA?AUtagSIZE@@HHPEAVSurface@2@@Z
       3005  BBC 00028070 ?_SelfLayoutUpdateDesiredSize@ScrollBar@DirectUI@@UEAA?AUtagSIZE@@HHPEAVSurface@2@@Z
       3006  BBD 00016954 ?_SelfLayoutUpdateDesiredSize@Viewer@DirectUI@@UEAA?AUtagSIZE@@HHPEAVSurface@2@@Z
       3007  BBE 00003750 ?_SetGroupChanges@Element@DirectUI@@SA_NPEAV12@HPEAVDeferCycle@2@@Z
       3008  BBF 00006C7C ?_SetNeedsLayout@Element@DirectUI@@QEAAHI@Z
       3009  BC0 000030A0 ?_SetValue@Element@DirectUI@@IEAAJP6APEBUPropertyInfo@2@XZHPEAVValue@2@_N@Z
       3010  BC1 00001318 ?_SetValue@Element@DirectUI@@IEAAJPEBUPropertyInfo@2@HPEAVValue@2@_N@Z
       3011  BC2 00013D28 ?_SinkWndProc@HWNDHost@DirectUI@@CAHPEAXPEAUHWND__@@I_K_JPEA_J@Z
       3012  BC3 00059110 ?_StartOptimizedLayoutQ@Element@DirectUI@@QEAAXXZ
       3013  BC4 00008A14 ?_SyncBackground@Element@DirectUI@@AEAAXXZ
       3014  BC5 000087CC ?_SyncRedrawStyle@Element@DirectUI@@AEAAXXZ
       3015  BC6 00008B50 ?_SyncVisible@Element@DirectUI@@AEAAXXZ
       3016  BC7 000051A0 ?_TransferGroupFlags@Element@DirectUI@@SAXPEAV12@H@Z
       3017  BC8 00005898 ?_UpdateDesiredSize@Element@DirectUI@@QEAA?AUtagSIZE@@HHPEAVSurface@2@@Z
       3018  BC9 00006FC8 ?_UpdateLayoutPosition@Element@DirectUI@@QEAAXHH@Z
       3019  BCA 00007020 ?_UpdateLayoutSize@Element@DirectUI@@QEAAXHH@Z
       3020  BCB 0000A068 ?_UpdatePropertyInCache@Element@DirectUI@@AEAAXPEBUPropertyInfo@2@@Z
       3021  BCC 00067938 ?_UpdateTileList@NineGridLayout@DirectUI@@AEAAXHPEAVElement@2@@Z
       3022  BCD 0003BDEC ?_UsesUIAProxies@ElementProxy@DirectUI@@IEAAHXZ
       3023  BCE 00001E48 ?_VoidPCNotifyTree@Element@DirectUI@@CAXHPEAVDeferCycle@2@@Z
